STATION_ID,EXCLUDE,COMMENTS
HS201365-QCST13,,depth trials-15m
HS201365-QCST14,,depth trials-30m
HS201365-QCST15,,depth trials-45m
HS201365-QCST16,,depth trials-60m
HS201365-QCST17,,depth trials- 0m
HS201365-QCST18,,depth trials-15m
HS201365-QCST19,,depth trials-30m
HS201365-QCST20,,depth trials-45m
HS201365-QCST21,,depth trials-60m
HS201365-QCST24,,depth trials- 0m
HS201365-QCST25,,depth trials-15m
HS201365-QCST26,,depth trials-30m
HS201365-QCST27,,depth trials-45m
HS201365-QCST28,,depth trials-60m
HS201436-H03,,juv pk and juv cm estmated by wt
HS201436-H06,,cancelled porpoises
HS201436-H07,,"juv pk, cm, and se estimated by wt"
HS201436-QCST02,,juv pk & cm estimated by wt
HS201436-QCST14,,"Tow ended early, doors weighted with kelp, sinking, juv pk & cm estmated by wt"
HS201436-QCST16,,juv pk & cm estimated by wt
HS201436-QCST18,,juv pk and juv cm estmated by wt
HS201440-GI01,,SAANICH INLET
HS201440-GI02,,SAANICH INLET
HS201440-GI03,,SAANICH INLET
HS201440-GI04,,SAANICH INLET
HS201440-GI05,,SAANICH INLET
HS201440-GI06,,SAANICH INLET
HS201440-GI07,,SAANICH INLET
HS201440-GI08,,COWICHAN BAY
HS201440-GI09,,COWICHAN BAY
HS201440-GI10,,COWICHAN BAY
HS201447-CB03,,Curved track on the 50 m isobath
HS201447-CB09,,Going against the tide
HS201447-CB10,,Going with the tide
HS201447-RB27,,Followed the 15 m isobath
HS201447-RB28,,Followed the 50 m isobath
HS201447-RB29,,Followed the 80 m isobath
HS201466-JF04,,no tow killer whales
HS201466-JS04,,short tow dolphins
HS201466-JS08,,short tow dolphins
HS201515-JF03,,"tow cut short, dolphins"
HS201539-CB01,Y,"CCGS NEOCALIGUS, ZUBKOWSKI TRAWL"
HS201539-CB02,Y,"CCGS NEOCALIGUS, ZUBKOWSKI TRAWL"
HS201539-CB03,Y,"CCGS NEOCALIGUS, ZUBKOWSKI TRAWL"
HS201539-CB04,Y,"CCGS NEOCALIGUS, ZUBKOWSKI TRAWL"
HS201539-CB05,Y,"CCGS NEOCALIGUS, ZUBKOWSKI TRAWL"
HS201539-CB06,Y,"CCGS NEOCALIGUS, ZUBKOWSKI TRAWL"
HS201539-CB07,Y,"CCGS NEOCALIGUS, ZUBKOWSKI TRAWL"
HS201539-CB08,Y,"CCGS NEOCALIGUS, ZUBKOWSKI TRAWL"
HS201539-RB01,Y,"CCGS NEOCALIGUS, ZUBKOWSKI TRAWL"
HS201539-RB02,Y,"CCGS NEOCALIGUS, ZUBKOWSKI TRAWL"
HS201539-RB03,Y,"CCGS NEOCALIGUS, ZUBKOWSKI TRAWL"
HS201539-RB04,Y,"CCGS NEOCALIGUS, ZUBKOWSKI TRAWL"
HS201539-RB05,Y,"CCGS NEOCALIGUS, ZUBKOWSKI TRAWL"
HS201539-RB06,Y,"CCGS NEOCALIGUS, ZUBKOWSKI TRAWL"
HS201539-RB07,Y,"CCGS NEOCALIGUS, ZUBKOWSKI TRAWL"
HS201539-RB08,Y,"CCGS NEOCALIGUS, ZUBKOWSKI TRAWL"
HS201539-RB09,Y,"CCGS NEOCALIGUS, ZUBKOWSKI TRAWL"
HS201539-RB10,Y,"CCGS NEOCALIGUS, ZUBKOWSKI TRAWL"
HS201539-RB11,Y,"CCGS NEOCALIGUS, ZUBKOWSKI TRAWL"
HS201539-RB12,Y,"CCGS NEOCALIGUS, ZUBKOWSKI TRAWL"
HS201539-RB13,Y,"CCGS NEOCALIGUS, ZUBKOWSKI TRAWL"
HS201539-RB14,Y,"CCGS NEOCALIGUS, ZUBKOWSKI TRAWL"
HS201539-RB15,Y,"CCGS NEOCALIGUS, ZUBKOWSKI TRAWL"
HS201542-RB07,Y,"tangled door chain, tow aborted"
HS201556-IBC04,,"ONE JUVENILE SOCKEYE CONFIRMED AS CHUM BASE ON DNA,  SPECIES TOTALS ADJUSTED"
HS201635-CB04,,tow aborted-sensor placed in net incorrectly
HS201637-CB01,Y,FAMILARIZATION TOW FOR KEITH FRY
HS201637-CB02,Y,FAMILARIZATION TOW FOR KEITH FRY
HS201637-CB09,,ADDED MORE CHAIN CLUMP WT
HS201637-HW17,Y,tow aborted sailboat race
HS201638-CB01,,CHAIN CLUMP WT ADDED FROM LAST SURVEY
HS201638-CB02,,CHAIN CLUMP WT ADDED FROM LAST SURVEY
HS201638-CB03,,CHAIN CLUMP WT ADDED FROM LAST SURVEY
HS201638-CB04,,CHAIN CLUMP WT ADDED FROM LAST SURVEY
HS201638-CB05,,CHAIN CLUMP WT ADDED FROM LAST SURVEY
HS201638-CB06,,CHAIN CLUMP WT ADDED FROM LAST SURVEY
HS201638-CB07,,CHAIN CLUMP WT ADDED FROM LAST SURVEY
HS201638-CB08,,CHAIN CLUMP WT ADDED FROM LAST SURVEY
HS201638-CB09,,CHAIN CLUMP WT ADDED FROM LAST SURVEY
HS201638-CB10,,CHAIN CLUMP WT ADDED FROM LAST SURVEY
HS201638-CB11,,CHAIN CLUMP WT ADDED FROM LAST SURVEY
HS201638-CB12,,CHAIN CLUMP WT ADDED FROM LAST SURVEY
HS201638-HW01,,CHAIN CLUMP WT ADDED FROM LAST SURVEY
HS201638-HW02,,CHAIN CLUMP WT ADDED FROM LAST SURVEY
HS201638-HW03,,CHAIN CLUMP WT ADDED FROM LAST SURVEY
HS201638-HW04,,CHAIN CLUMP WT ADDED FROM LAST SURVEY
HS201638-HW05,,CHAIN CLUMP WT ADDED FROM LAST SURVEY
HS201638-HW06,,CHAIN CLUMP WT ADDED FROM LAST SURVEY
HS201638-HW07,,CHAIN CLUMP WT ADDED FROM LAST SURVEY
HS201638-HW08,,CHAIN CLUMP WT ADDED FROM LAST SURVEY
HS201638-HW09,,CHAIN CLUMP WT ADDED FROM LAST SURVEY
HS201638-HW10,,CHAIN CLUMP WT ADDED FROM LAST SURVEY
HS201638-HW11,,CHAIN CLUMP WT ADDED FROM LAST SURVEY
HS201638-HW12,,CHAIN CLUMP WT ADDED FROM LAST SURVEY
HS201638-HW13,,CHAIN CLUMP WT ADDED FROM LAST SURVEY
HS201638-HW14,,CHAIN CLUMP WT ADDED FROM LAST SURVEY
HS201638-HW15,,CHAIN CLUMP WT ADDED FROM LAST SURVEY
HS201638-HW16,,CHAIN CLUMP WT ADDED FROM LAST SURVEY
HS201638-HW17,,CHAIN CLUMP WT ADDED FROM LAST SURVEY
HS201638-HW18,,CHAIN CLUMP WT ADDED FROM LAST SURVEY
HS201638-HW19,,CHAIN CLUMP WT ADDED FROM LAST SURVEY
HS201638-HW20,,CHAIN CLUMP WT ADDED FROM LAST SURVEY
HS201639-CB07,,WATER SAMPLE FOR SVETLANA
HS201639-HW06,,"3RD WIRE DAMAGED-SURFACE TOW, NO ESTIMATED NET OPENING"
HS201639-HW07,,"3RD WIRE DAMAGED-SURFACE TOW, NO ESTIMATED NET OPENING"
HS201639-HW08,,"3RD WIRE DAMAGED-SURFACE TOW, NO ESTIMATED NET OPENING"
HS201639-HW09,,"3RD WIRE DAMAGED-SURFACE TOW, NO ESTIMATED NET OPENING"
HS201639-HW10,,"3RD WIRE DAMAGED-SURFACE TOW, NO ESTIMATED NET OPENING"
HS201639-HW11,,"3RD WIRE DAMAGED-SURFACE TOW, NO ESTIMATED NET OPENING"
HS201639-HW12,,"3RD WIRE DAMAGED-SURFACE TOW, NO ESTIMATED NET OPENING"
HS201639-HW13,,"3RD WIRE DAMAGED-SURFACE TOW, NO ESTIMATED NET OPENING"
HS201639-HW14,,"3RD WIRE DAMAGED-SURFACE TOW, NO ESTIMATED NET OPENING"
HS201639-HW15,,"3RD WIRE DAMAGED-SURFACE TOW, NO ESTIMATED NET OPENING"
HS201639-HW16,,"3RD WIRE DAMAGED-SURFACE TOW, NO ESTIMATED NET OPENING"
HS201639-HW17,,"3RD WIRE DAMAGED-SURFACE TOW, NO ESTIMATED NET OPENING"
HS201639-HW18,,"3RD WIRE DAMAGED-SURFACE TOW, NO ESTIMATED NET OPENING"
HS201639-HW19,,"3RD WIRE DAMAGED-SURFACE TOW, NO ESTIMATED NET OPENING"
HS201639-HW20,,"3RD WIRE DAMAGED-SURFACE TOW, NO ESTIMATED NET OPENING"
HS9207-001,,EFFORT 25 TANS MESH 115
HS9207-002,,EFFORT 25 TANS MESH 115
HS9207-003,,EFFORT 25 TANS MESH 115
HS9207-004,,EFFORT 25 TANS MESH 115
HS9207-005,,EFFORT 25 TANS MESH 115
HS9207-006,,EFFORT 25 TANS MESH 115
HS9207-007,,EFFORT 25 TANS MESH 115
HS9207-008,,EFFORT 25 TANS MESH 115
HS9207-009,,EFFORT 25 TANS MESH 115
HS9207-010,,EFFORT 25 TANS MESH 115
HS9207-011,,EFFORT 6 HACHI
HS9207-012,,EFFORT 21 HACHI
HS9705-020,,"30x14,36x16,40x18,42x18 net openings at 20,40,60,80 m depths"
HS9705-025,,"24x16,32x16 net openings at 10, 25m depths"
HS9705-027,,"28x14,40x20 net openings at 10,25,50,75m depths"
HS9817-T03A,,"Fish from this station are labelled ""T03"" only"
HS9817-T03B,,"Fish from this station are labelled ""T03"" only"
HS9817-T04A,,"Fish from this station are labelled ""T04"" only"
HS9817-T04B,,"Fish from this station are labelled ""T04"" only"
HS9819-R083,,"JOINT HARGREAVES-WELCH CRUISE, ONLY A PARTIAL BIOLOGICAL DATASET AVAILABLE FOR TOWS R083-R106"
HS9819-R084,,"JOINT HARGREAVES-WELCH CRUISE, ONLY A PARTIAL BIOLOGICAL DATASET AVAILABLE FOR TOWS R083-R106"
HS9819-R085,,"JOINT HARGREAVES-WELCH CRUISE, ONLY A PARTIAL BIOLOGICAL DATASET AVAILABLE FOR TOWS R083-R106"
HS9819-R086,,"JOINT HARGREAVES-WELCH CRUISE, ONLY A PARTIAL BIOLOGICAL DATASET AVAILABLE FOR TOWS R083-R106"
HS9819-R087,,"JOINT HARGREAVES-WELCH CRUISE, ONLY A PARTIAL BIOLOGICAL DATASET AVAILABLE FOR TOWS R083-R106"
HS9819-R088,,"JOINT HARGREAVES-WELCH CRUISE, ONLY A PARTIAL BIOLOGICAL DATASET AVAILABLE FOR TOWS R083-R106"
HS9819-R089,,"JOINT HARGREAVES-WELCH CRUISE, ONLY A PARTIAL BIOLOGICAL DATASET AVAILABLE FOR TOWS R083-R106"
HS9819-R090,,"JOINT HARGREAVES-WELCH CRUISE, ONLY A PARTIAL BIOLOGICAL DATASET AVAILABLE FOR TOWS R083-R106"
HS9819-R091,,"JOINT HARGREAVES-WELCH CRUISE, ONLY A PARTIAL BIOLOGICAL DATASET AVAILABLE FOR TOWS R083-R106"
HS9819-R092,,"JOINT HARGREAVES-WELCH CRUISE, ONLY A PARTIAL BIOLOGICAL DATASET AVAILABLE FOR TOWS R083-R106"
HS9819-R093,,"JOINT HARGREAVES-WELCH CRUISE, ONLY A PARTIAL BIOLOGICAL DATASET AVAILABLE FOR TOWS R083-R106"
HS9819-R094,,"JOINT HARGREAVES-WELCH CRUISE, ONLY A PARTIAL BIOLOGICAL DATASET AVAILABLE FOR TOWS R083-R106"
HS9819-R095,,"JOINT HARGREAVES-WELCH CRUISE, ONLY A PARTIAL BIOLOGICAL DATASET AVAILABLE FOR TOWS R083-R106"
HS9819-R096,,"JOINT HARGREAVES-WELCH CRUISE, ONLY A PARTIAL BIOLOGICAL DATASET AVAILABLE FOR TOWS R083-R106"
HS9819-R097,,"JOINT HARGREAVES-WELCH CRUISE, ONLY A PARTIAL BIOLOGICAL DATASET AVAILABLE FOR TOWS R083-R106"
HS9819-R098,,"JOINT HARGREAVES-WELCH CRUISE, ONLY A PARTIAL BIOLOGICAL DATASET AVAILABLE FOR TOWS R083-R106"
HS9819-R099,,"JOINT HARGREAVES-WELCH CRUISE, ONLY A PARTIAL BIOLOGICAL DATASET AVAILABLE FOR TOWS R083-R106"
HS9819-R100,,"JOINT HARGREAVES-WELCH CRUISE, ONLY A PARTIAL BIOLOGICAL DATASET AVAILABLE FOR TOWS R083-R106"
HS9819-R101,,"JOINT HARGREAVES-WELCH CRUISE, ONLY A PARTIAL BIOLOGICAL DATASET AVAILABLE FOR TOWS R083-R106"
HS9819-R102,,"JOINT HARGREAVES-WELCH CRUISE, ONLY A PARTIAL BIOLOGICAL DATASET AVAILABLE FOR TOWS R083-R106"
HS9819-R103,,"JOINT HARGREAVES-WELCH CRUISE, ONLY A PARTIAL BIOLOGICAL DATASET AVAILABLE FOR TOWS R083-R106"
HS9819-R104,,"JOINT HARGREAVES-WELCH CRUISE, ONLY A PARTIAL BIOLOGICAL DATASET AVAILABLE FOR TOWS R083-R106"
HS9819-R105,,"JOINT HARGREAVES-WELCH CRUISE, ONLY A PARTIAL BIOLOGICAL DATASET AVAILABLE FOR TOWS R083-R106"
HS9819-R106,,"JOINT HARGREAVES-WELCH CRUISE, ONLY A PARTIAL BIOLOGICAL DATASET AVAILABLE FOR TOWS R083-R106"
